Step,Value,S_High,S_Low,Prob_Normal,Prob_Anomaly,Alarm
1228,23.942,0.0000,0.0000,1.0000,0.0000,0
1229,23.942,0.0000,0.0000,1.0000,0.0000,0
1230,23.942,0.0000,0.0000,1.0000,0.0000,0
1231,23.942,0.0000,0.0000,1.0000,0.0000,0
1232,23.942,0.0000,0.0000,1.0000,0.0000,0
1233,23.942,0.0000,0.0000,1.0000,0.0000,0
1234,24.012,0.0000,0.0000,1.0000,0.0000,0
1235,24.012,0.0000,0.0000,1.0000,0.0000,0
1236,24.012,0.0000,0.0000,1.0000,0.0000,0
1237,24.012,0.0000,0.0000,1.0000,0.0000,0
1238,24.012,0.0000,0.0000,1.0000,0.0000,0
1239,24.012,0.0000,0.0000,1.0000,0.0000,0
1240,24.012,0.0000,0.0000,1.0000,0.0000,0
1241,24.012,0.0000,0.0000,1.0000,0.0000,0
1242,24.012,0.0000,0.0000,1.0000,0.0000,0
1243,24.012,0.0000,0.0000,1.0000,0.0000,0
1244,24.012,0.0000,0.0000,1.0000,0.0000,0
1245,24.012,0.0000,0.0000,1.0000,0.0000,0
1246,24.012,0.0000,0.0000,1.0000,0.0000,0
1247,23.989,0.0000,0.0000,1.0000,0.0000,0
1248,23.989,0.0000,0.0000,1.0000,0.0000,0
1249,23.989,0.0000,0.0000,1.0000,0.0000,0
1250,23.989,0.0000,0.0000,1.0000,0.0000,0
1251,23.989,0.0000,0.0000,1.0000,0.0000,0
1252,23.989,0.0000,0.0000,1.0000,0.0000,0
1253,23.989,0.0000,0.0000,1.0000,0.0000,0
1254,23.989,0.0000,0.0000,1.0000,0.0000,0
1255,23.989,0.0000,0.0000,1.0000,0.0000,0
1256,23.989,0.0000,0.0000,1.0000,0.0000,0
1257,23.989,0.0000,0.0000,1.0000,0.0000,0
1258,23.989,0.0000,0.0000,1.0000,0.0000,0
1259,23.989,0.0000,0.0000,1.0000,0.0000,0
1260,23.989,0.0000,0.0000,1.0000,0.0000,0
1261,23.989,0.0000,0.0000,1.0000,0.0000,0
1262,24.012,0.0000,0.0000,1.0000,0.0000,0
1263,24.012,0.0000,0.0000,1.0000,0.0000,0
1264,24.012,0.0000,0.0000,1.0000,0.0000,0
1265,24.012,0.0000,0.0000,1.0000,0.0000,0
1266,24.012,0.0000,0.0000,1.0000,0.0000,0
1267,24.012,0.0000,0.0000,1.0000,0.0000,0
1268,24.012,0.0000,0.0000,1.0000,0.0000,0
1269,24.012,0.0000,0.0000,1.0000,0.0000,0
1270,24.012,0.0000,0.0000,1.0000,0.0000,0
1271,24.012,0.0000,0.0000,1.0000,0.0000,0
1272,24.012,0.0000,0.0000,1.0000,0.0000,0
1273,24.012,0.0000,0.0000,1.0000,0.0000,0
1274,24.012,0.0000,0.0000,1.0000,0.0000,0
1275,24.012,0.0000,0.0000,1.0000,0.0000,0
1276,24.012,0.0000,0.0000,1.0000,0.0000,0
1277,24.012,0.0000,0.0000,1.0000,0.0000,0
1278,24.012,0.0000,0.0000,1.0000,0.0000,0
1279,24.012,0.0000,0.0000,1.0000,0.0000,0
1280,24.012,0.0000,0.0000,1.0000,0.0000,0
1281,24.012,0.0000,0.0000,1.0000,0.0000,0
1282,24.012,0.0000,0.0000,1.0000,0.0000,0
1283,24.012,0.0000,0.0000,1.0000,0.0000,0
1284,24.012,0.0000,0.0000,1.0000,0.0000,0
1285,24.012,0.0000,0.0000,1.0000,0.0000,0
1286,24.012,0.0000,0.0000,1.0000,0.0000,0
1287,24.012,0.0000,0.0000,1.0000,0.0000,0
1288,24.012,0.0000,0.0000,1.0000,0.0000,0
1289,24.152,0.0000,0.0000,1.0000,0.0000,0
1290,24.152,0.0000,0.0000,1.0000,0.0000,0
1291,24.152,0.0000,0.0000,1.0000,0.0000,0
1292,24.152,0.0000,0.0000,1.0000,0.0000,0
1293,24.152,0.0000,0.0000,1.0000,0.0000,0
1294,24.152,0.0000,0.0000,1.0000,0.0000,0
1295,24.152,0.0000,0.0000,1.0000,0.0000,0
1296,24.152,0.0000,0.0000,1.0000,0.0000,0
1297,24.152,0.0000,0.0000,1.0000,0.0000,0
1298,24.152,0.0000,0.0000,1.0000,0.0000,0
1299,24.152,0.0000,0.0000,1.0000,0.0000,0
1300,24.152,0.0000,0.0000,1.0000,0.0000,0
1301,24.152,0.0000,0.0000,1.0000,0.0000,0
1302,24.152,0.0000,0.0000,1.0000,0.0000,0
1303,24.152,0.0000,0.0000,1.0000,0.0000,0
1304,24.152,0.0000,0.0000,1.0000,0.0000,0
1305,24.152,0.0000,0.0000,1.0000,0.0000,0
1306,24.152,0.0000,0.0000,1.0000,0.0000,0
1307,24.152,0.0000,0.0000,1.0000,0.0000,0
1308,24.152,0.0000,0.0000,1.0000,0.0000,0
1309,24.152,0.0000,0.0000,1.0000,0.0000,0
1310,24.152,0.0000,0.0000,1.0000,0.0000,0
1311,24.152,0.0000,0.0000,1.0000,0.0000,0
1312,24.152,0.0000,0.0000,1.0000,0.0000,0
1313,24.152,0.0000,0.0000,1.0000,0.0000,0
1314,24.152,0.0000,0.0000,1.0000,0.0000,0
1315,24.152,0.0000,0.0000,1.0000,0.0000,0
1316,24.152,0.0000,0.0000,1.0000,0.0000,0
1317,24.221,0.0000,0.0000,1.0000,0.0000,0
1318,24.221,0.0000,0.0000,1.0000,0.0000,0
1319,24.221,0.0000,0.0000,1.0000,0.0000,0
1320,24.221,0.0000,0.0000,1.0000,0.0000,0
1321,24.221,0.0000,0.0000,1.0000,0.0000,0
1322,24.221,0.0000,0.0000,1.0000,0.0000,0
1323,24.221,0.0000,0.0000,1.0000,0.0000,0
1324,24.221,0.0000,0.0000,1.0000,0.0000,0
1325,24.221,0.0000,0.0000,1.0000,0.0000,0
1326,24.221,0.0000,0.0000,1.0000,0.0000,0
1327,24.221,0.0000,0.0000,1.0000,0.0000,0
1328,24.221,0.0000,0.0000,1.0000,0.0000,0
1329,24.221,0.0000,0.0000,1.0000,0.0000,0
1330,24.221,0.0000,0.0000,1.0000,0.0000,0
1331,24.221,0.0000,0.0000,1.0000,0.0000,0
1332,24.152,0.0000,0.0000,1.0000,0.0000,0
1333,24.152,0.0000,0.0000,1.0000,0.0000,0
1334,24.152,0.0000,0.0000,1.0000,0.0000,0
1335,24.152,0.0000,0.0000,1.0000,0.0000,0
1336,24.152,0.0000,0.0000,1.0000,0.0000,0
1337,24.152,0.0000,0.0000,1.0000,0.0000,0
1338,24.152,0.0000,0.0000,1.0000,0.0000,0
1339,24.152,0.0000,0.0000,1.0000,0.0000,0
1340,24.152,0.0000,0.0000,1.0000,0.0000,0
1341,24.152,0.0000,0.0000,1.0000,0.0000,0
1342,24.152,0.0000,0.0000,1.0000,0.0000,0
1343,24.152,0.0000,0.0000,1.0000,0.0000,0
1344,24.152,0.0000,0.0000,1.0000,0.0000,0
1345,24.268,0.0000,0.0000,1.0000,0.0000,0
1346,24.268,0.0000,0.0000,1.0000,0.0000,0
1347,24.268,0.0000,0.0000,1.0000,0.0000,0
1348,24.268,0.0000,0.0000,1.0000,0.0000,0
1349,24.268,0.0000,0.0000,1.0000,0.0000,0
1350,24.268,0.0000,0.0000,1.0000,0.0000,0
1351,24.268,0.0000,0.0000,1.0000,0.0000,0
1352,24.268,0.0000,0.0000,1.0000,0.0000,0
1353,24.268,0.0000,0.0000,1.0000,0.0000,0
1354,24.268,0.0000,0.0000,1.0000,0.0000,0
1355,24.268,0.0000,0.0000,1.0000,0.0000,0
1356,24.268,0.0000,0.0000,1.0000,0.0000,0
1357,24.268,0.0000,0.0000,1.0000,0.0000,0
1358,24.268,0.0000,0.0000,1.0000,0.0000,0
1359,24.268,0.0000,0.0000,1.0000,0.0000,0
1360,24.268,0.0000,0.0000,1.0000,0.0000,0
1361,24.268,0.0000,0.0000,1.0000,0.0000,0
1362,24.268,0.0000,0.0000,1.0000,0.0000,0
1363,24.268,0.0000,0.0000,1.0000,0.0000,0
1364,24.268,0.0000,0.0000,1.0000,0.0000,0
1365,24.268,0.0000,0.0000,1.0000,0.0000,0
1366,24.268,0.0000,0.0000,1.0000,0.0000,0
1367,24.268,0.0000,0.0000,1.0000,0.0000,0
1368,24.268,0.0000,0.0000,1.0000,0.0000,0
1369,24.268,0.0000,0.0000,1.0000,0.0000,0
1370,24.268,0.0000,0.0000,1.0000,0.0000,0
1371,24.268,0.0000,0.0000,1.0000,0.0000,0
1372,24.268,0.0000,0.0000,1.0000,0.0000,0
1373,24.268,0.0000,0.0000,1.0000,0.0000,0
1374,24.268,0.0000,0.0000,1.0000,0.0000,0
1375,24.268,0.0000,0.0000,1.0000,0.0000,0
1376,24.268,0.0000,0.0000,1.0000,0.0000,0
1377,24.268,0.0000,0.0000,1.0000,0.0000,0
1378,24.268,0.0000,0.0000,1.0000,0.0000,0
1379,24.268,0.0000,0.0000,1.0000,0.0000,0
1380,24.268,0.0000,0.0000,1.0000,0.0000,0
1381,24.268,0.0000,0.0000,1.0000,0.0000,0
1382,24.268,0.0000,0.0000,1.0000,0.0000,0
1383,24.268,0.0000,0.0000,1.0000,0.0000,0
1384,24.268,0.0000,0.0000,1.0000,0.0000,0
1385,24.268,0.0000,0.0000,1.0000,0.0000,0
1386,24.384,0.0000,0.0000,1.0000,0.0000,0
1387,24.384,0.0000,0.0000,1.0000,0.0000,0
1388,24.384,0.0000,0.0000,1.0000,0.0000,0
1389,24.384,0.0000,0.0000,1.0000,0.0000,0
1390,24.384,0.0000,0.0000,1.0000,0.0000,0
1391,24.384,0.0000,0.0000,1.0000,0.0000,0
1392,24.384,0.0000,0.0000,1.0000,0.0000,0
1393,24.384,0.0000,0.0000,1.0000,0.0000,0
1394,24.384,0.0000,0.0000,1.0000,0.0000,0
1395,24.384,0.0000,0.0000,1.0000,0.0000,0
1396,24.384,0.0000,0.0000,1.0000,0.0000,0
1397,24.384,0.0000,0.0000,1.0000,0.0000,0
1398,24.384,0.0000,0.0000,1.0000,0.0000,0
1399,24.384,0.0000,0.0000,1.0000,0.0000,0
1400,24.407,0.0000,0.0000,1.0000,0.0000,0
1401,24.407,0.0000,0.0000,1.0000,0.0000,0
1402,24.407,0.0000,0.0000,1.0000,0.0000,0
1403,24.407,0.0000,0.0000,1.0000,0.0000,0
1404,24.407,0.0000,0.0000,1.0000,0.0000,0
1405,24.407,0.0000,0.0000,1.0000,0.0000,0
1406,24.407,0.0000,0.0000,1.0000,0.0000,0
1407,24.407,0.0000,0.0000,1.0000,0.0000,0
1408,24.407,0.0000,0.0000,1.0000,0.0000,0
1409,24.407,0.0000,0.0000,1.0000,0.0000,0
1410,24.407,0.0000,0.0000,1.0000,0.0000,0
1411,24.407,0.0000,0.0000,1.0000,0.0000,0
1412,24.407,0.0000,0.0000,1.0000,0.0000,0
1413,24.407,0.0000,0.0000,1.0000,0.0000,0
1414,24.454,0.0000,0.0000,1.0000,0.0000,0
1415,24.454,0.0000,0.0000,1.0000,0.0000,0
1416,24.454,0.0000,0.0000,1.0000,0.0000,0
1417,24.454,0.0000,0.0000,1.0000,0.0000,0
1418,24.454,0.0000,0.0000,1.0000,0.0000,0
1419,24.454,0.0000,0.0000,1.0000,0.0000,0
1420,24.454,0.0000,0.0000,1.0000,0.0000,0
1421,24.454,0.0000,0.0000,1.0000,0.0000,0
1422,24.454,0.0000,0.0000,1.0000,0.0000,0
1423,24.454,0.0000,0.0000,1.0000,0.0000,0
1424,24.454,0.0000,0.0000,1.0000,0.0000,0
1425,24.454,0.0000,0.0000,1.0000,0.0000,0
1426,24.454,0.0000,0.0000,1.0000,0.0000,0
1427,24.454,0.0000,0.0000,1.0000,0.0000,0
1428,24.454,0.0000,0.0000,1.0000,0.0000,0
1429,24.570,0.0000,0.0000,1.0000,0.0000,0
1430,24.570,0.0000,0.0000,1.0000,0.0000,0
1431,24.570,0.0000,0.0000,1.0000,0.0000,0
1432,24.570,0.0000,0.0000,1.0000,0.0000,0
1433,24.570,0.0000,0.0000,1.0000,0.0000,0
1434,24.570,0.0000,0.0000,1.0000,0.0000,0
1435,24.570,0.0000,0.0000,1.0000,0.0000,0
1436,24.570,0.0000,0.0000,1.0000,0.0000,0
1437,24.570,0.0000,0.0000,1.0000,0.0000,0
1438,24.570,0.0000,0.0000,1.0000,0.0000,0
1439,24.570,0.0000,0.0000,1.0000,0.0000,0
1440,24.570,0.0000,0.0000,1.0000,0.0000,0
1441,24.570,0.0000,0.0000,1.0000,0.0000,0
1442,24.477,0.0000,0.0000,1.0000,0.0000,0
1443,24.477,0.0000,0.0000,1.0000,0.0000,0
1444,24.477,0.0000,0.0000,1.0000,0.0000,0
1445,24.477,0.0000,0.0000,1.0000,0.0000,0
1446,24.477,0.0000,0.0000,1.0000,0.0000,0
1447,24.477,0.0000,0.0000,1.0000,0.0000,0
1448,24.477,0.0000,0.0000,1.0000,0.0000,0
1449,24.477,0.0000,0.0000,1.0000,0.0000,0
1450,24.477,0.0000,0.0000,1.0000,0.0000,0
1451,24.477,0.0000,0.0000,1.0000,0.0000,0
1452,24.477,0.0000,0.0000,1.0000,0.0000,0
1453,24.477,0.0000,0.0000,1.0000,0.0000,0
1454,24.477,0.0000,0.0000,1.0000,0.0000,0
1455,24.477,0.0000,0.0000,1.0000,0.0000,0
1456,24.477,0.0000,0.0000,1.0000,0.0000,0
1457,24.640,0.0000,0.0000,1.0000,0.0000,0
1458,24.640,0.0000,0.0000,1.0000,0.0000,0
1459,24.640,0.0000,0.0000,1.0000,0.0000,0
1460,24.640,0.0000,0.0000,1.0000,0.0000,0
1461,24.640,0.0000,0.0000,1.0000,0.0000,0
1462,24.640,0.0000,0.0000,1.0000,0.0000,0
1463,24.640,0.0000,0.0000,1.0000,0.0000,0
1464,24.640,0.0000,0.0000,1.0000,0.0000,0
1465,24.640,0.0000,0.0000,1.0000,0.0000,0
1466,24.640,0.0000,0.0000,1.0000,0.0000,0
1467,24.640,0.0000,0.0000,1.0000,0.0000,0
1468,24.593,0.0000,0.0000,1.0000,0.0000,0
1469,24.593,0.0000,0.0000,1.0000,0.0000,0
1470,24.593,0.0000,0.0000,1.0000,0.0000,0
1471,24.593,0.0000,0.0000,1.0000,0.0000,0
1472,24.593,0.0000,0.0000,1.0000,0.0000,0
1473,24.593,0.0000,0.0000,1.0000,0.0000,0
1474,24.593,0.0000,0.0000,1.0000,0.0000,0
1475,24.593,0.0000,0.0000,1.0000,0.0000,0
1476,24.593,0.0000,0.0000,1.0000,0.0000,0
1477,24.593,0.0000,0.0000,1.0000,0.0000,0
1478,24.593,0.0000,0.0000,1.0000,0.0000,0
1479,24.593,0.0000,0.0000,1.0000,0.0000,0
1480,24.593,0.0000,0.0000,1.0000,0.0000,0
1481,24.593,0.0000,0.0000,1.0000,0.0000,0
1482,24.593,0.0000,0.0000,1.0000,0.0000,0
1483,24.570,0.0000,0.0000,1.0000,0.0000,0
1484,24.570,0.0000,0.0000,1.0000,0.0000,0
1485,24.570,0.0000,0.0000,1.0000,0.0000,0
1486,24.570,0.0000,0.0000,1.0000,0.0000,0
1487,24.570,0.0000,0.0000,1.0000,0.0000,0
1488,24.570,0.0000,0.0000,1.0000,0.0000,0
1489,24.570,0.0000,0.0000,1.0000,0.0000,0
1490,24.570,0.0000,0.0000,1.0000,0.0000,0
1491,24.570,0.0000,0.0000,1.0000,0.0000,0
1492,24.570,0.0000,0.0000,1.0000,0.0000,0
1493,24.570,0.0000,0.0000,1.0000,0.0000,0
1494,24.570,0.0000,0.0000,1.0000,0.0000,0
1495,24.570,0.0000,0.0000,1.0000,0.0000,0
1496,24.616,0.0000,0.0000,1.0000,0.0000,0
1497,24.616,0.0000,0.0000,1.0000,0.0000,0
1498,24.616,0.0000,0.0000,1.0000,0.0000,0
1499,24.616,0.0000,0.0000,1.0000,0.0000,0
1500,24.616,0.0000,0.0000,1.0000,0.0000,0
1501,24.616,0.0000,0.0000,1.0000,0.0000,0
1502,24.616,0.0000,0.0000,1.0000,0.0000,0
1503,24.616,0.0000,0.0000,1.0000,0.0000,0
1504,24.616,0.0000,0.0000,1.0000,0.0000,0
1505,24.616,0.0000,0.0000,1.0000,0.0000,0
1506,24.616,0.0000,0.0000,1.0000,0.0000,0
1507,24.616,0.0000,0.0000,1.0000,0.0000,0
1508,24.616,0.0000,0.0000,1.0000,0.0000,0
1509,24.616,0.0000,0.0000,1.0000,0.0000,0
1510,24.616,0.0000,0.0000,1.0000,0.0000,0
1511,24.640,0.0000,0.0000,1.0000,0.0000,0
1512,24.640,0.0000,0.0000,1.0000,0.0000,0
1513,24.640,0.0000,0.0000,1.0000,0.0000,0
1514,24.640,0.0000,0.0000,1.0000,0.0000,0
1515,24.640,0.0000,0.0000,1.0000,0.0000,0
1516,24.640,0.0000,0.0000,1.0000,0.0000,0
1517,24.640,0.0000,0.0000,1.0000,0.0000,0
1518,24.640,0.0000,0.0000,1.0000,0.0000,0
1519,24.640,0.0000,0.0000,1.0000,0.0000,0
1520,24.640,0.0000,0.0000,1.0000,0.0000,0
1521,24.640,0.0000,0.0000,1.0000,0.0000,0
1522,24.640,0.0000,0.0000,1.0000,0.0000,0
1523,24.640,0.0000,0.0000,1.0000,0.0000,0
1524,24.640,0.0000,0.0000,1.0000,0.0000,0
1525,24.686,0.0000,0.0000,1.0000,0.0000,0
1526,24.686,0.0000,0.0000,1.0000,0.0000,0
1527,24.686,0.0000,0.0000,1.0000,0.0000,0
1528,24.686,0.0000,0.0000,1.0000,0.0000,0
1529,24.686,0.0000,0.0000,1.0000,0.0000,0
1530,24.686,0.0000,0.0000,1.0000,0.0000,0
1531,24.686,0.0000,0.0000,1.0000,0.0000,0
1532,24.686,0.0000,0.0000,1.0000,0.0000,0
1533,24.686,0.0000,0.0000,1.0000,0.0000,0
1534,24.686,0.0000,0.0000,1.0000,0.0000,0
1535,24.686,0.0000,0.0000,1.0000,0.0000,0
1536,24.686,0.0000,0.0000,1.0000,0.0000,0
1537,24.686,0.0000,0.0000,1.0000,0.0000,0
1538,24.686,0.0000,0.0000,1.0000,0.0000,0
1539,24.826,0.0000,0.0000,1.0000,0.0000,0
1540,24.826,0.0000,0.0000,1.0000,0.0000,0
1541,24.826,0.0000,0.0000,1.0000,0.0000,0
1542,24.826,0.0000,0.0000,1.0000,0.0000,0
1543,24.826,0.0000,0.0000,1.0000,0.0000,0
1544,24.826,0.0000,0.0000,1.0000,0.0000,0
1545,24.826,0.0000,0.0000,1.0000,0.0000,0
1546,24.826,0.0000,0.0000,1.0000,0.0000,0
1547,24.826,0.0000,0.0000,1.0000,0.0000,0
1548,24.826,0.0000,0.0000,1.0000,0.0000,0
1549,24.826,0.0000,0.0000,1.0000,0.0000,0
1550,24.826,0.0000,0.0000,1.0000,0.0000,0
1551,24.826,0.0000,0.0000,1.0000,0.0000,0
1552,24.826,0.0000,0.0000,1.0000,0.0000,0
1553,24.756,0.0000,0.0000,1.0000,0.0000,0
1554,24.756,0.0000,0.0000,1.0000,0.0000,0
1555,24.756,0.0000,0.0000,1.0000,0.0000,0
1556,24.756,0.0000,0.0000,1.0000,0.0000,0
1557,24.756,0.0000,0.0000,1.0000,0.0000,0
1558,24.756,0.0000,0.0000,1.0000,0.0000,0
1559,24.756,0.0000,0.0000,1.0000,0.0000,0
1560,24.756,0.0000,0.0000,1.0000,0.0000,0
1561,24.756,0.0000,0.0000,1.0000,0.0000,0
1562,24.756,0.0000,0.0000,1.0000,0.0000,0
1563,24.756,0.0000,0.0000,1.0000,0.0000,0
1564,24.756,0.0000,0.0000,1.0000,0.0000,0
1565,24.756,0.0000,0.0000,1.0000,0.0000,0
1566,24.756,0.0000,0.0000,1.0000,0.0000,0
1567,24.919,0.0000,0.0000,1.0000,0.0000,0
1568,24.919,0.0000,0.0000,1.0000,0.0000,0
1569,24.919,0.0000,0.0000,1.0000,0.0000,0
1570,24.919,0.0000,0.0000,1.0000,0.0000,0
1571,24.919,0.0000,0.0000,1.0000,0.0000,0
1572,24.919,0.0000,0.0000,1.0000,0.0000,0
1573,24.919,0.0000,0.0000,1.0000,0.0000,0
1574,24.919,0.0000,0.0000,1.0000,0.0000,0
1575,24.919,0.0000,0.0000,1.0000,0.0000,0
1576,24.919,0.0000,0.0000,1.0000,0.0000,0
1577,24.919,0.0000,0.0000,1.0000,0.0000,0
1578,24.919,0.0000,0.0000,1.0000,0.0000,0
1579,24.919,0.0000,0.0000,1.0000,0.0000,0
1580,24.919,0.0000,0.0000,1.0000,0.0000,0
1581,24.802,0.0000,0.0000,1.0000,0.0000,0
1582,24.802,0.0000,0.0000,1.0000,0.0000,0
1583,24.802,0.0000,0.0000,1.0000,0.0000,0
1584,24.802,0.0000,0.0000,1.0000,0.0000,0
1585,24.802,0.0000,0.0000,1.0000,0.0000,0
1586,24.802,0.0000,0.0000,1.0000,0.0000,0
1587,24.802,0.0000,0.0000,1.0000,0.0000,0
1588,24.802,0.0000,0.0000,1.0000,0.0000,0
1589,24.802,0.0000,0.0000,1.0000,0.0000,0
1590,24.802,0.0000,0.0000,1.0000,0.0000,0
1591,24.802,0.0000,0.0000,1.0000,0.0000,0
1592,24.802,0.0000,0.0000,1.0000,0.0000,0
1593,24.802,0.0000,0.0000,1.0000,0.0000,0
1594,24.802,0.0000,0.0000,1.0000,0.0000,0
1595,24.849,0.0000,0.0000,1.0000,0.0000,0
1596,24.849,0.0000,0.0000,1.0000,0.0000,0
1597,24.849,0.0000,0.0000,1.0000,0.0000,0
1598,24.849,0.0000,0.0000,1.0000,0.0000,0
1599,24.849,0.0000,0.0000,1.0000,0.0000,0
1600,24.849,0.0000,0.0000,1.0000,0.0000,0
1601,24.849,0.0000,0.0000,1.0000,0.0000,0
1602,24.849,0.0000,0.0000,1.0000,0.0000,0
1603,24.849,0.0000,0.0000,1.0000,0.0000,0
1604,24.849,0.0000,0.0000,1.0000,0.0000,0
1605,24.849,0.0000,0.0000,1.0000,0.0000,0
1606,24.849,0.0000,0.0000,1.0000,0.0000,0
1607,24.849,0.0000,0.0000,1.0000,0.0000,0
1608,24.942,0.0000,0.0000,1.0000,0.0000,0
1609,24.942,0.0000,0.0000,1.0000,0.0000,0
1610,24.942,0.0000,0.0000,1.0000,0.0000,0
1611,24.942,0.0000,0.0000,1.0000,0.0000,0
1612,24.942,0.0000,0.0000,1.0000,0.0000,0
1613,24.942,0.0000,0.0000,1.0000,0.0000,0
1614,24.942,0.0000,0.0000,1.0000,0.0000,0
1615,24.942,0.0000,0.0000,1.0000,0.0000,0
1616,24.942,0.0000,0.0000,1.0000,0.0000,0
1617,24.942,0.0000,0.0000,1.0000,0.0000,0
1618,24.942,0.0000,0.0000,1.0000,0.0000,0
1619,24.942,0.0000,0.0000,1.0000,0.0000,0
1620,24.942,0.0000,0.0000,1.0000,0.0000,0
1621,24.942,0.0000,0.0000,1.0000,0.0000,0
1622,24.942,0.0000,0.0000,1.0000,0.0000,0
1623,24.895,0.0000,0.0000,1.0000,0.0000,0
1624,24.895,0.0000,0.0000,1.0000,0.0000,0
1625,24.895,0.0000,0.0000,1.0000,0.0000,0
1626,24.895,0.0000,0.0000,1.0000,0.0000,0
1627,24.895,0.0000,0.0000,1.0000,0.0000,0
1628,24.895,0.0000,0.0000,1.0000,0.0000,0
1629,24.895,0.0000,0.0000,1.0000,0.0000,0
1630,24.895,0.0000,0.0000,1.0000,0.0000,0
1631,24.895,0.0000,0.0000,1.0000,0.0000,0
1632,24.895,0.0000,0.0000,1.0000,0.0000,0
1633,24.895,0.0000,0.0000,1.0000,0.0000,0
1634,24.895,0.0000,0.0000,1.0000,0.0000,0
1635,24.895,0.0000,0.0000,1.0000,0.0000,0
1636,24.895,0.0000,0.0000,1.0000,0.0000,0
1637,24.919,0.0000,0.0000,1.0000,0.0000,0
1638,24.919,0.0000,0.0000,1.0000,0.0000,0
1639,24.919,0.0000,0.0000,1.0000,0.0000,0
1640,24.919,0.0000,0.0000,1.0000,0.0000,0
1641,24.919,0.0000,0.0000,1.0000,0.0000,0
1642,24.919,0.0000,0.0000,1.0000,0.0000,0
1643,24.919,0.0000,0.0000,1.0000,0.0000,0
1644,24.919,0.0000,0.0000,1.0000,0.0000,0
1645,24.919,0.0000,0.0000,1.0000,0.0000,0
1646,24.919,0.0000,0.0000,1.0000,0.0000,0
1647,24.919,0.0000,0.0000,1.0000,0.0000,0
1648,24.919,0.0000,0.0000,1.0000,0.0000,0
1649,24.919,0.0000,0.0000,1.0000,0.0000,0
1650,24.919,0.0000,0.0000,1.0000,0.0000,0
1651,24.988,0.0000,0.0000,1.0000,0.0000,0
1652,24.988,0.0000,0.0000,1.0000,0.0000,0
1653,24.988,0.0000,0.0000,1.0000,0.0000,0
1654,24.988,0.0000,0.0000,1.0000,0.0000,0
1655,24.988,0.0000,0.0000,1.0000,0.0000,0
1656,24.988,0.0000,0.0000,1.0000,0.0000,0
1657,24.988,0.0000,0.0000,1.0000,0.0000,0
1658,24.988,0.0000,0.0000,1.0000,0.0000,0
1659,24.988,0.0000,0.0000,1.0000,0.0000,0
1660,24.988,0.0000,0.0000,1.0000,0.0000,0
1661,24.988,0.0000,0.0000,1.0000,0.0000,0
1662,24.988,0.0000,0.0000,1.0000,0.0000,0
1663,24.988,0.0000,0.0000,1.0000,0.0000,0
1664,24.988,0.0000,0.0000,1.0000,0.0000,0
1665,25.105,0.0000,0.0000,1.0000,0.0000,0
1666,25.105,0.0000,0.0000,1.0000,0.0000,0
1667,25.105,0.0000,0.0000,1.0000,0.0000,0
1668,25.105,0.0000,0.0000,1.0000,0.0000,0
1669,25.105,0.0000,0.0000,1.0000,0.0000,0
1670,25.105,0.0000,0.0000,1.0000,0.0000,0
1671,25.105,0.0000,0.0000,1.0000,0.0000,0
1672,25.105,0.0000,0.0000,1.0000,0.0000,0
1673,25.105,0.0000,0.0000,1.0000,0.0000,0
1674,25.105,0.0000,0.0000,1.0000,0.0000,0
1675,25.105,0.0000,0.0000,1.0000,0.0000,0
1676,25.105,0.0000,0.0000,1.0000,0.0000,0
1677,25.081,0.0000,0.0000,1.0000,0.0000,0
1678,25.081,0.0000,0.0000,1.0000,0.0000,0
1679,25.081,0.0000,0.0000,1.0000,0.0000,0
1680,25.081,0.0000,0.0000,1.0000,0.0000,0
1681,25.081,0.0000,0.0000,1.0000,0.0000,0
1682,25.081,0.0000,0.0000,1.0000,0.0000,0
1683,25.081,0.0000,0.0000,1.0000,0.0000,0
1684,25.081,0.0000,0.0000,1.0000,0.0000,0
1685,25.081,0.0000,0.0000,1.0000,0.0000,0
1686,25.081,0.0000,0.0000,1.0000,0.0000,0
1687,25.081,0.0000,0.0000,1.0000,0.0000,0
1688,25.081,0.0000,0.0000,1.0000,0.0000,0
1689,25.081,0.0000,0.0000,1.0000,0.0000,0
1690,25.081,0.0000,0.0000,1.0000,0.0000,0
1691,25.151,0.0000,0.0000,1.0000,0.0000,0
1692,25.151,0.0000,0.0000,1.0000,0.0000,0
1693,25.151,0.0000,0.0000,1.0000,0.0000,0
1694,25.151,0.0000,0.0000,1.0000,0.0000,0
1695,25.151,0.0000,0.0000,1.0000,0.0000,0
1696,25.151,0.0000,0.0000,1.0000,0.0000,0
1697,25.151,0.0000,0.0000,1.0000,0.0000,0
1698,25.151,0.0000,0.0000,1.0000,0.0000,0
1699,25.151,0.0000,0.0000,1.0000,0.0000,0
1700,25.151,0.0000,0.0000,1.0000,0.0000,0
1701,25.151,0.0000,0.0000,1.0000,0.0000,0
1702,25.151,0.0000,0.0000,1.0000,0.0000,0
1703,25.151,0.0000,0.0000,1.0000,0.0000,0
1704,25.151,0.0000,0.0000,1.0000,0.0000,0
1705,25.151,0.0000,0.0000,1.0000,0.0000,0
1706,25.151,0.0000,0.0000,1.0000,0.0000,0
1707,25.151,0.0000,0.0000,1.0000,0.0000,0
1708,25.151,0.0000,0.0000,1.0000,0.0000,0
