,TimeStamp,30-Т масла откачки,31-Т слива масла из турбины,32-Т масла вх ГТД,33-Т ТГ до СК,34-Р масла нагнетания,35-Р масла откачки,36-Р за ОК 1,37-Р за ОК 2,38-Р ТГ перед ДГ,39-Вибрация ГГ,40-Вибрация СТ,41-% ДГ,42-Контроль ДГ,43-N РНД (Расч),44-N РВД (Расч),45-N РСТ (Расч),46 Т-возд вх ГГ (Расч),47-P возд за ГГ (расч),48-N РНД прив,49-N РВД прив,50-Т за ТНД макс,51-% НА КВД,52-% КПВ
574,11485,20.155,27.481,36.242,22.229,265.686,149.46,171.596,164.493,2976.471,1.834,0.699,12.421,12.471,3517.454,8895.749,1251.523,-11.343,171.792,3689.197,9330.092,402.487,7.711,6.527
575,11504,20.155,27.481,36.242,22.229,265.686,149.46,171.596,164.493,2976.471,1.834,0.699,12.421,12.471,3517.454,8895.749,1251.523,-11.343,171.792,3689.197,9330.092,402.487,7.711,6.527
576,11526,20.207,27.48,36.285,22.232,265.724,149.223,169.587,170.983,2977.809,1.836,0.699,12.421,12.461,3517.313,8895.701,1251.514,-11.345,168.044,3689.217,9330.144,402.463,7.653,6.527
577,11544,20.207,27.483,36.285,22.232,265.724,149.223,170.36,170.983,2984.1,1.836,0.702,12.418,12.461,3515.888,8895.574,1251.505,-11.345,170.285,3689.079,9330.12,402.427,7.681,6.527
578,11564,20.207,27.485,36.285,22.232,265.724,149.223,170.36,170.133,2990.768,1.839,0.697,12.421,12.437,3517.624,8895.804,1251.495,-11.346,170.671,3687.591,9329.999,402.325,7.681,6.452
579,11587,20.207,27.486,36.285,22.232,265.724,149.223,167.038,171.447,2994.102,1.841,0.697,12.421,12.421,3517.117,8895.871,1251.489,-11.346,170.246,3689.413,9330.246,402.274,7.539,6.555
580,11606,20.233,27.483,36.306,22.222,265.688,149.679,167.038,171.447,2998.796,1.841,0.697,12.424,12.421,3517.117,8896.113,1251.488,-11.346,169.242,3688.883,9330.32,402.248,7.667,6.555
581,11626,20.233,27.481,36.306,22.222,265.688,149.679,170.746,170.442,3005.84,1.841,0.697,12.421,12.396,3517.563,8896.302,1251.499,-11.346,169.242,3688.883,9330.575,402.235,7.667,6.552
582,11645,20.233,27.48,36.306,22.222,265.688,149.679,170.592,172.219,3009.361,1.841,0.697,12.421,12.396,3517.563,8896.302,1251.499,-11.346,170.594,3689.352,9330.774,402.229,7.681,6.607
583,11664,20.233,27.487,36.306,22.222,265.688,149.679,170.592,172.219,3016.498,1.841,0.695,12.421,12.396,3517.746,8896.828,1251.529,-11.346,171.405,3689.353,9330.775,402.167,7.681,6.607
584,11686,20.233,27.495,36.306,22.222,265.688,149.679,165.879,167.738,3021.178,1.834,0.695,12.418,12.359,3518.978,8897.326,1251.549,-11.346,171.405,3689.544,9331.327,402.137,7.408,6.555
585,11704,20.233,27.499,36.306,22.222,265.688,149.679,171.75,172.528,3023.518,1.834,0.695,12.418,12.353,3517.134,8897.427,1251.576,-11.346,166.808,3690.836,9331.85,402.121,7.628,6.555
586,11726,20.246,27.512,36.316,22.217,265.604,150.62,171.75,172.528,3029.322,1.834,0.697,12.418,12.353,3519.872,8897.785,1251.606,-11.346,172.139,3688.902,9331.955,402.113,7.731,6.555
587,11746,20.246,27.526,36.316,22.217,265.604,150.62,170.205,170.21,3033.336,1.841,0.695,12.421,12.329,3517.66,8898.176,1251.636,-11.346,172.139,3691.774,9332.331,402.11,7.731,6.527
588,11766,20.246,27.534,36.316,22.217,265.604,150.62,169.433,171.138,3035.344,1.841,0.695,12.421,12.316,3519.079,8898.405,1251.672,-11.346,170.208,3689.454,9332.741,402.108,7.633,6.502
589,11786,20.246,27.549,36.316,22.217,265.604,150.62,169.278,171.138,3037.397,1.841,0.692,12.421,12.316,3519.079,8898.405,1251.682,-11.346,170.285,3690.942,9332.981,402.107,7.478,6.502
590,11805,20.288,27.557,36.369,22.214,265.535,151.184,169.278,171.138,3038.424,1.841,0.692,12.421,12.316,3520.267,8899.619,1251.799,-11.346,170.208,3690.942,9332.981,402.106,7.478,6.502
591,11825,20.288,27.564,36.369,22.214,265.535,151.184,169.278,170.52,3042.645,1.841,0.692,12.421,12.288,3520.267,8899.619,1251.799,-11.346,170.208,3692.188,9334.255,402.106,7.478,6.527
592,11845,20.288,27.568,36.369,22.214,265.535,151.184,172.137,164.338,3044.755,1.844,0.692,12.421,12.295,3521.209,8899.66,1251.848,-11.346,169.899,3692.188,9334.255,402.106,7.458,6.607
593,11865,20.288,27.578,36.369,22.214,265.535,151.184,172.137,164.338,3045.873,1.844,0.69,12.421,12.295,3520.615,8900.11,1251.9,-11.346,168.238,3693.176,9334.298,402.114,7.664,6.607
594,11885,20.288,27.586,36.369,22.214,265.535,151.184,170.514,172.683,3047.605,1.844,0.69,12.421,12.276,3522.05,8900.536,1251.948,-11.346,168.238,3692.554,9334.77,402.118,7.664,6.705
595,11905,20.288,27.586,36.369,22.214,265.535,151.184,170.514,172.683,3047.605,1.844,0.69,12.421,12.276,3522.05,8900.536,1251.948,-11.346,168.238,3692.554,9334.77,402.118,7.664,6.705
596,11924,20.288,27.591,36.369,22.214,265.535,151.184,172.446,170.751,3048.471,1.844,0.69,12.421,12.282,3520.708,8900.753,1252.004,-11.346,171.599,3694.058,9335.217,402.12,7.711,6.632
597,11947,20.309,27.597,36.395,22.201,265.435,151.151,170.051,170.751,3050.758,1.844,0.69,12.4,12.282,3522.14,8901.266,1252.063,-11.346,171.599,3692.651,9335.443,402.121,7.567,6.632
598,11964,20.309,27.611,36.395,22.201,265.435,151.151,170.051,173.687,3051.654,1.841,0.692,12.4,12.298,3521.8,8902.183,1252.092,-11.346,170.401,3694.153,9335.981,402.122,7.567,6.657
599,11987,20.309,27.619,36.395,22.201,265.435,151.151,171.441,172.065,3052.102,1.841,0.692,12.4,12.298,3523.966,8902.998,1252.246,-11.346,171.869,3693.796,9336.943,402.122,7.544,6.568
600,12004,20.309,27.63,36.395,22.201,265.435,151.151,171.441,172.065,3052.079,1.841,0.695,12.396,12.298,3523.966,8902.998,1252.246,-11.346,171.753,3696.067,9337.799,402.122,7.564,6.568
601,12025,20.319,27.647,36.409,22.195,265.348,150.958,170.437,174.228,3054.045,1.846,0.695,12.396,12.301,3524.48,8904.187,1252.349,-11.346,171.753,3696.067,9337.799,402.122,7.564,6.632
602,12046,20.319,27.656,36.409,22.195,265.348,150.958,171.287,168.742,3055.028,1.846,0.695,12.396,12.307,3523.787,8904.956,1252.443,-11.346,172.333,3696.607,9339.045,402.122,7.369,6.63
603,12067,20.319,27.664,36.409,22.195,265.348,150.958,171.287,168.742,3052.306,1.846,0.692,12.4,12.307,3525.885,8905.551,1252.509,-11.346,170.015,3695.88,9339.853,402.122,7.456,6.63
604,12085,20.319,27.676,36.409,22.195,265.348,150.958,171.287,172.992,3048.906,1.853,0.692,12.4,12.307,3525.536,8905.748,1252.582,-11.346,170.015,3698.081,9340.476,402.156,7.456,6.582
605,12104,20.359,27.682,36.463,22.191,265.305,150.685,171.287,172.992,3047.207,1.853,0.692,12.4,12.307,3524.241,8906.267,1252.654,-11.352,172.139,3697.714,9340.683,402.172,7.456,6.582
606,12124,20.359,27.689,36.463,22.191,265.305,150.685,170.514,171.215,3045.862,1.855,0.695,12.403,12.304,3524.241,8906.267,1252.654,-11.355,172.139,3696.398,9341.331,402.181,7.481,6.63
607,12144,20.359,27.7,36.463,22.191,265.305,150.685,170.514,170.597,3043.213,1.862,0.695,12.396,12.307,3527.179,8907.059,1252.757,-11.356,170.865,3696.418,9341.382,402.319,7.481,6.71
608,12164,20.359,27.705,36.463,22.191,265.305,150.685,170.36,173.146,3041.888,1.858,0.695,12.396,12.31,3529.813,8908.456,1252.907,-11.357,170.556,3699.51,9342.239,402.388,7.525,6.685
609,12186,20.359,27.716,36.463,22.191,265.305,150.685,170.901,173.146,3039.867,1.858,0.692,12.396,12.31,3528.902,8909.424,1253.007,-11.357,171.753,3702.278,9343.719,402.422,7.678,6.685
610,12204,20.359,27.716,36.463,22.191,265.305,150.685,170.901,173.146,3039.867,1.858,0.692,12.396,12.31,3528.902,8909.424,1253.007,-11.357,171.753,3702.278,9343.719,402.422,7.678,6.685
611,12225,20.38,27.729,36.49,22.202,265.293,150.011,170.901,172.76,3033.666,1.853,0.697,12.396,12.307,3529.429,8909.213,1253.047,-11.358,172.023,3701.324,9344.739,402.439,7.678,6.763
612,12247,20.38,27.735,36.49,22.202,265.293,150.011,171.21,171.215,3030.565,1.851,0.697,12.396,12.304,3529.207,8909.815,1253.153,-11.363,171.83,3701.879,9344.521,402.448,7.678,6.738
613,12266,20.38,27.746,36.49,22.202,265.293,150.011,170.128,171.215,3031.919,1.851,0.697,12.403,12.304,3529.743,8910.438,1253.218,-11.366,171.212,3701.688,9345.259,402.569,7.792,6.738
614,12288,20.38,27.752,36.49,22.202,265.293,150.011,170.128,171.215,3032.596,1.851,0.697,12.403,12.304,3529.632,8910.735,1253.286,-11.368,170.671,3702.27,9345.964,402.63,7.792,6.738
615,12305,20.38,27.758,36.49,22.202,265.293,150.011,170.128,172.606,3030.524,1.846,0.702,12.4,12.307,3529.632,8910.735,1253.286,-11.369,170.671,3702.165,9346.303,402.66,7.792,6.713
616,12324,20.39,27.773,36.503,22.207,265.259,149.517,171.673,171.91,3027.203,1.841,0.699,12.396,12.282,3532.504,8911.289,1253.423,-11.369,171.367,3702.17,9346.315,402.675,7.561,6.685
617,12348,20.39,27.781,36.503,22.207,265.259,149.517,171.673,171.91,3025.542,1.841,0.699,12.396,12.282,3533.234,8911.654,1253.454,-11.369,171.792,3705.185,9346.902,402.683,7.561,6.685
618,12364,20.39,27.788,36.503,22.207,265.259,149.517,171.673,171.447,3025.144,1.844,0.702,12.396,12.288,3533.234,8911.654,1253.454,-11.369,171.792,3705.951,9347.29,402.687,7.561,6.707
619,12387,20.39,27.792,36.503,22.207,265.259,149.517,169.896,171.833,3024.945,1.844,0.702,12.396,12.285,3530.06,8912.331,1253.615,-11.369,171.56,3705.952,9347.291,402.689,7.597,6.632
620,12404,20.39,27.798,36.503,22.207,265.259,149.517,169.433,171.833,3020.953,1.844,0.697,12.4,12.285,3530.637,8912.811,1253.675,-11.369,170.865,3702.624,9348.002,402.69,7.55,6.632
621,12424,20.395,27.812,36.545,22.209,265.242,149.649,169.433,167.12,3015.558,1.851,0.699,12.4,12.254,3532.342,8913.494,1253.706,-11.369,170.633,3703.23,9348.506,402.69,7.55,6.674
622,12444,20.395,27.819,36.545,22.209,265.242,149.649,171.364,170.442,3012.861,1.855,0.699,12.4,12.248,3529.812,8913.21,1253.8,-11.369,168.276,3705.017,9349.223,402.69,7.622,6.71
623,12464,20.395,27.819,36.545,22.209,265.242,149.649,171.364,170.442,3012.861,1.855,0.699,12.4,12.248,3529.812,8913.21,1253.8,-11.369,168.276,3705.017,9349.223,402.69,7.622,6.71
624,12485,20.395,27.831,36.545,22.209,265.242,149.649,169.973,170.442,3011.76,1.855,0.697,12.393,12.248,3532.957,8913.521,1253.85,-11.369,170.903,3702.364,9348.925,402.782,7.45,6.71
625,12507,20.395,27.844,36.545,22.209,265.242,149.649,169.973,171.06,3007.255,1.855,0.699,12.4,12.254,3532.437,8914.036,1253.911,-11.369,170.208,3705.662,9349.251,402.828,7.45,6.707
626,12524,20.445,27.851,36.567,22.21,265.242,149.632,170.514,170.365,3005.002,1.86,0.699,12.4,12.254,3534.281,8914.631,1254.021,-11.369,170.517,3705.117,9349.791,402.976,7.369,6.735
627,12544,20.445,27.862,36.567,22.21,265.242,149.632,170.051,170.365,3001.219,1.86,0.699,12.396,12.254,3534.281,8914.631,1254.021,-11.369,170.44,3707.052,9350.415,403.051,7.447,6.735
628,12564,20.445,27.871,36.567,22.21,265.242,149.632,170.051,172.219,2998.586,1.855,0.697,12.396,12.236,3536.079,8914.956,1254.118,-11.369,170.208,3707.052,9350.415,403.088,7.447,6.682
629,12587,20.445,27.876,36.567,22.21,265.242,149.632,169.587,173.224,2997.27,1.858,0.697,12.396,12.251,3533.138,8915.599,1254.169,-11.369,171.135,3708.937,9350.756,403.106,7.561,6.685
630,12604,20.445,27.878,36.567,22.21,265.242,149.632,168.737,173.224,2992.966,1.858,0.702,12.4,12.251,3535.842,8915.877,1254.212,-11.369,171.405,3705.853,9351.43,403.115,7.595,6.685
631,12626,20.469,27.88,36.577,22.211,265.27,149.781,168.737,170.906,2988.713,1.851,0.697,12.4,12.23,3533.935,8916.194,1254.236,-11.369,170.98,3708.689,9351.722,403.12,7.595,6.696
632,12647,20.469,27.88,36.577,22.211,265.27,149.781,168.737,171.369,2986.587,1.848,0.697,12.4,12.223,3535.907,8916.438,1254.304,-11.369,169.822,3706.689,9352.055,403.122,7.633,6.713
633,12666,20.469,27.88,36.577,22.211,265.27,149.781,168.737,171.369,2985.524,1.848,0.697,12.4,12.223,3533.043,8916.473,1254.345,-11.369,170.053,3708.757,9352.31,403.124,7.633,6.713
634,12687,20.469,27.881,36.577,22.211,265.27,149.781,170.128,169.206,2980.234,1.846,0.697,12.396,12.248,3533.043,8916.473,1254.345,-11.369,170.053,3705.753,9352.347,403.124,7.709,6.716
635,12704,20.482,27.881,36.582,22.211,265.312,150.644,170.128,169.206,2977.59,1.846,0.697,12.396,12.248,3536.074,8916.648,1254.407,-11.369,169.667,3705.753,9352.347,403.308,7.709,6.716
636,12724,20.482,27.881,36.582,22.211,265.312,150.644,170.978,170.906,2972.313,1.846,0.697,12.396,12.223,3536.074,8916.648,1254.407,-11.369,169.667,3708.932,9352.531,403.4,7.464,6.76
637,12744,20.482,27.877,36.582,22.211,265.312,150.644,170.978,170.21,2969.366,1.848,0.699,12.396,12.22,3535.662,8916.974,1254.536,-11.369,170.942,3708.932,9352.531,403.554,7.464,6.738
638,12764,20.482,27.875,36.582,22.211,265.312,150.644,167.656,167.12,2967.892,1.848,0.699,12.396,12.242,3536.571,8916.96,1254.567,-11.369,170.594,3708.5,9352.872,403.632,7.539,6.785
639,12786,20.482,27.875,36.582,22.211,265.312,150.644,167.656,167.12,2967.892,1.848,0.699,12.396,12.242,3536.571,8916.96,1254.567,-11.369,170.594,3708.5,9352.872,403.632,7.539,6.785
640,12804,20.482,27.874,36.582,22.211,265.312,150.644,167.656,167.12,2967.155,1.848,0.699,12.396,12.242,3534.407,8917.096,1254.595,-11.369,167.388,3709.453,9352.858,403.671,7.539,6.785
641,12826,20.523,27.885,36.644,22.2,265.37,151.604,169.51,172.065,2961.72,1.855,0.702,12.4,12.239,3534.407,8917.096,1254.595,-11.369,167.388,3707.184,9353.0,403.69,7.564,6.813
642,12846,20.523,27.891,36.644,22.2,265.37,151.604,170.514,170.751,2959.003,1.86,0.702,12.4,12.248,3536.248,8917.434,1254.647,-11.369,170.787,3707.184,9353.0,403.7,7.531,6.788
643,12866,20.523,27.901,36.644,22.2,265.37,151.604,170.514,170.751,2954.864,1.86,0.699,12.396,12.248,3534.076,8917.528,1254.67,-11.369,170.633,3709.114,9353.354,403.796,7.706,6.788
644,12887,20.523,27.906,36.644,22.2,265.37,151.604,170.514,170.751,2952.794,1.86,0.699,12.4,12.264,3535.903,8917.421,1254.677,-11.375,170.633,3706.836,9353.454,403.845,7.706,6.788
645,12904,20.523,27.905,36.644,22.2,265.37,151.604,169.433,169.901,2949.226,1.862,0.699,12.4,12.264,3535.606,8917.421,1254.679,-11.378,170.633,3708.793,9353.445,403.869,7.706,6.796
646,12926,20.544,27.905,36.675,22.194,265.409,151.768,168.196,170.442,2947.442,1.862,0.699,12.4,12.27,3535.606,8917.421,1254.679,-11.38,169.667,3708.503,9353.497,403.881,7.536,6.838
647,12945,20.544,27.927,36.675,22.194,265.409,151.768,169.046,173.069,2937.158,1.867,0.699,12.4,12.282,3534.943,8917.394,1254.734,-11.38,169.319,3708.513,9353.523,403.887,7.564,6.849
648,12965,20.544,27.939,36.675,22.194,265.409,151.768,169.046,173.069,2932.016,1.867,0.699,12.4,12.282,3534.849,8917.109,1254.751,-11.381,171.058,3707.823,9353.508,403.89,7.564,6.849
649,12985,20.544,27.945,36.675,22.194,265.409,151.768,169.896,172.219,2929.445,1.867,0.699,12.4,12.288,3534.849,8917.109,1254.751,-11.381,171.058,3707.727,9353.216,403.891,7.736,6.816
650,13005,20.554,27.955,36.691,22.191,265.409,152.064,169.896,172.219,2931.311,1.867,0.699,12.403,12.288,3535.43,8916.933,1254.753,-11.381,171.058,3707.728,9353.219,403.892,7.736,6.816
651,13026,20.554,27.968,36.691,22.191,265.409,152.064,166.96,171.369,2929.34,1.867,0.702,12.396,12.322,3533.998,8916.798,1254.754,-11.381,171.058,3708.339,9353.035,403.893,7.65,6.735
652,13044,20.554,27.975,36.691,22.191,265.409,152.064,168.737,171.369,2928.354,1.865,0.702,12.396,12.322,3536.452,8916.865,1254.759,-11.381,169.165,3706.837,9352.896,403.893,7.556,6.71
653,13064,20.554,27.982,36.691,22.191,265.409,152.064,168.737,167.893,2922.857,1.865,0.704,12.396,12.322,3533.608,8916.865,1254.753,-11.387,170.053,3709.41,9352.966,403.935,7.556,6.71
654,13087,20.554,27.982,36.691,22.191,265.409,152.064,168.737,167.893,2922.857,1.865,0.704,12.396,12.322,3533.608,8916.865,1254.753,-11.387,170.053,3709.41,9352.966,403.935,7.556,6.71
655,13104,20.554,28.001,36.691,22.191,265.409,152.064,171.21,168.124,2920.108,1.862,0.704,12.4,12.325,3534.502,8916.37,1254.738,-11.39,168.315,3706.469,9353.07,403.955,7.394,6.632
656,13126,20.595,28.01,36.722,22.19,265.419,152.907,167.038,168.124,2917.992,1.862,0.704,12.4,12.332,3534.492,8916.181,1254.738,-11.391,169.667,3707.428,9352.603,404.008,7.3,6.763
657,13144,20.595,28.015,36.722,22.19,265.419,152.907,167.038,169.901,2913.845,1.86,0.702,12.396,12.332,3534.784,8916.181,1254.723,-11.392,167.581,3707.427,9352.431,404.034,7.3,6.763
658,13165,20.595,28.029,36.722,22.19,265.419,152.907,166.96,162.407,2911.771,1.858,0.706,12.396,12.341,3534.784,8915.728,1254.723,-11.392,168.469,3707.739,9352.442,404.047,7.556,6.785
659,13186,20.595,28.036,36.722,22.19,265.419,152.907,170.051,162.407,2906.965,1.858,0.706,12.4,12.347,3533.643,8915.43,1254.665,-11.392,164.684,3707.741,9351.974,404.053,7.503,6.785
660,13205,20.595,28.039,36.722,22.19,265.419,152.907,170.051,167.274,2904.686,1.862,0.704,12.396,12.347,3535.885,8914.929,1254.643,-11.393,166.229,3706.545,9351.665,404.057,7.503,6.866
661,13226,20.615,28.049,36.738,22.189,265.424,153.644,168.042,169.283,2903.546,1.867,0.702,12.4,12.375,3532.597,8915.07,1254.617,-11.393,168.663,3708.898,9351.141,404.058,7.567,6.866
662,13244,20.615,28.054,36.738,22.189,265.424,153.644,168.583,169.283,2899.331,1.867,0.702,12.4,12.39,3533.751,8913.955,1254.586,-11.393,168.663,3705.449,9351.29,404.059,7.392,6.796
663,13264,20.615,28.06,36.738,22.189,265.424,153.644,168.583,168.974,2894.072,1.865,0.704,12.4,12.39,3532.199,8914.618,1254.574,-11.393,168.933,3706.659,9350.121,404.059,7.392,6.796
664,13286,20.615,28.06,36.738,22.189,265.424,153.644,168.583,168.974,2894.072,1.865,0.704,12.4,12.39,3532.199,8914.618,1254.574,-11.393,168.933,3706.659,9350.121,404.059,7.392,6.796
665,13307,20.615,28.075,36.738,22.189,265.424,153.644,170.205,168.279,2891.443,1.865,0.704,12.4,12.387,3530.283,8913.048,1254.483,-11.393,168.779,3705.031,9350.816,404.06,7.439,6.813
666,13324,20.625,28.082,36.746,22.189,265.417,153.41,168.969,168.279,2889.696,1.865,0.704,12.4,12.43,3530.283,8913.048,1254.483,-11.393,169.242,3703.022,9349.169,404.068,7.419,6.707
667,13345,20.625,28.086,36.746,22.189,265.417,153.41,168.969,168.511,2886.103,1.86,0.706,12.396,12.43,3530.291,8912.229,1254.405,-11.393,168.624,3703.022,9349.169,404.072,7.419,6.707
668,13365,20.625,28.099,36.746,22.189,265.417,153.41,168.66,165.961,2884.307,1.855,0.704,12.396,12.449,3531.037,8911.972,1254.368,-11.393,168.74,3703.031,9348.31,404.074,7.62,6.788
669,13386,20.625,28.106,36.746,22.189,265.417,153.41,167.347,165.961,2879.887,1.855,0.704,12.396,12.446,3529.14,8911.985,1254.328,-11.393,167.31,3703.813,9348.04,404.076,7.419,6.785
670,13405,20.625,28.113,36.746,22.189,265.417,153.41,167.347,170.365,2876.936,1.855,0.706,12.4,12.446,3530.506,8911.512,1254.277,-11.393,166.654,3701.823,9348.055,404.076,7.419,6.785
671,13425,20.666,28.124,36.809,22.188,265.376,152.801,166.342,166.579,2873.297,1.851,0.709,12.4,12.492,3529.434,8911.079,1254.235,-11.393,168.856,3703.256,9347.558,404.076,7.622,6.788
672,13447,20.666,28.13,36.809,22.188,265.376,152.801,166.342,166.579,2871.478,1.851,0.709,12.4,12.492,3529.349,8910.375,1254.183,-11.393,166.461,3702.131,9347.104,404.035,7.622,6.788
673,13466,20.666,28.144,36.809,22.188,265.376,152.801,166.342,168.356,2869.147,1.848,0.711,12.403,12.483,3529.349,8910.375,1254.183,-11.393,166.461,3702.043,9346.365,404.014,7.653,6.816
674,13485,20.666,28.152,36.809,22.188,265.376,152.801,166.342,168.356,2867.982,1.848,0.711,12.403,12.483,3527.553,8909.653,1254.074,-11.393,167.349,3702.043,9346.365,404.003,7.653,6.816
675,13504,20.666,28.159,36.809,22.188,265.376,152.801,168.892,167.893,2867.214,1.851,0.709,12.396,12.492,3527.553,8909.653,1254.074,-11.393,167.349,3700.158,9345.608,403.998,7.561,6.76
676,13524,20.686,28.171,36.84,22.188,265.412,152.07,166.883,163.566,2863.432,1.853,0.709,12.396,12.52,3531.195,8908.883,1253.966,-11.393,168.392,3700.158,9345.608,403.996,7.519,6.76
677,13544,20.686,28.18,36.84,22.188,265.412,152.07,166.728,167.043,2861.541,1.848,0.704,12.396,12.526,3524.881,8907.559,1253.845,-11.393,165.224,3703.979,9344.8,403.994,7.536,6.916
678,13564,20.686,28.185,36.84,22.188,265.412,152.07,166.728,167.043,2860.595,1.848,0.704,12.396,12.526,3525.094,8906.95,1253.778,-11.393,166.886,3697.355,9343.411,403.994,7.536,6.916
679,13585,20.686,28.185,36.84,22.188,265.412,152.07,166.728,167.043,2860.595,1.848,0.704,12.396,12.526,3525.094,8906.95,1253.778,-11.393,166.886,3697.355,9343.411,403.994,7.536,6.916
680,13604,20.686,28.187,36.84,22.188,265.412,152.07,167.115,167.043,2862.47,1.848,0.704,12.396,12.523,3525.094,8906.95,1253.778,-11.393,166.886,3697.58,9342.773,403.993,7.45,6.916
681,13627,20.696,28.196,36.856,22.188,265.429,151.686,167.115,168.974,2864.026,1.851,0.709,12.396,12.523,3524.831,8906.409,1253.711,-11.393,167.079,3697.58,9342.773,403.993,7.45,6.808
682,13647,20.696,28.205,36.856,22.188,265.429,151.686,166.96,167.893,2864.804,1.848,0.706,12.396,12.542,3521.039,8905.95,1253.649,-11.393,168.045,3697.303,9342.205,403.993,7.511,6.916
683,13664,20.696,28.209,36.856,22.188,265.429,151.686,166.806,167.893,2866.737,1.848,0.706,12.4,12.542,3525.758,8905.545,1253.579,-11.393,167.426,3693.326,9341.724,403.926,7.567,6.916
684,13686,20.696,28.222,36.856,22.188,265.429,151.686,166.806,167.429,2868.631,1.848,0.704,12.4,12.523,3524.776,8904.511,1253.456,-11.393,167.349,3698.276,9341.299,403.893,7.567,6.838
685,13704,20.696,28.229,36.856,22.188,265.429,151.686,164.951,167.584,2869.578,1.839,0.704,12.4,12.514,3524.776,8904.511,1253.456,-11.393,167.117,3697.245,9340.214,403.876,7.778,6.894
686,13724,20.748,28.236,36.9,22.188,265.401,151.457,164.72,167.584,2872.646,1.839,0.704,12.403,12.514,3524.567,8903.168,1253.311,-11.393,166.268,3697.245,9340.214,403.776,7.653,6.894
687,13746,20.748,28.244,36.9,22.188,265.401,151.457,164.72,165.343,2875.725,1.836,0.702,12.396,12.514,3524.567,8903.168,1253.311,-11.393,166.152,3697.026,9338.806,403.726,7.653,6.944
688,13764,20.748,28.248,36.9,22.188,265.401,151.457,166.033,168.974,2877.264,1.829,0.699,12.396,12.508,3523.63,8902.026,1253.174,-11.393,165.031,3697.026,9338.806,403.701,7.447,6.916
689,13787,20.748,28.253,36.9,22.188,265.401,151.457,165.183,168.974,2878.59,1.829,0.699,12.4,12.502,3521.544,8901.656,1253.104,-11.393,167.504,3696.043,9337.608,403.688,7.453,6.916
690,13804,20.774,28.256,36.921,22.188,265.406,151.297,165.183,167.12,2881.601,1.836,0.699,12.396,12.502,3521.194,8900.914,1253.03,-11.393,167.079,3693.856,9337.22,403.682,7.453,7.019
691,13824,20.774,28.254,36.921,22.188,265.406,151.297,168.505,167.815,2883.106,1.841,0.699,12.396,12.514,3518.852,8900.577,1252.962,-11.393,166.152,3693.488,9336.441,403.679,7.57,7.041
692,13844,20.774,28.253,36.921,22.188,265.406,151.297,167.424,167.815,2886.022,1.841,0.699,12.396,12.514,3519.656,8900.218,1252.87,-11.393,168.16,3691.031,9336.088,403.677,7.542,7.041
693,13864,20.774,28.252,36.921,22.188,265.406,151.297,167.424,170.906,2890.383,1.841,0.697,12.4,12.514,3519.656,8900.218,1252.87,-11.393,167.62,3691.875,9335.711,403.585,7.542,7.022
694,13886,20.774,28.252,36.921,22.188,265.406,151.297,167.424,170.906,2890.383,1.841,0.697,12.4,12.514,3519.656,8900.218,1252.87,-11.393,167.62,3691.875,9335.711,403.585,7.542,7.022
695,13906,20.774,28.252,36.921,22.188,265.406,151.297,167.501,168.511,2892.564,1.844,0.697,12.4,12.508,3520.097,8898.896,1252.694,-11.393,169.165,3691.875,9335.711,403.538,7.481,6.944
696,13924,20.787,28.252,36.932,22.188,265.389,151.809,169.278,168.511,2891.43,1.844,0.697,12.4,12.508,3520.097,8898.896,1252.694,-11.393,168.006,3692.338,9334.325,403.44,7.478,6.944
697,13945,20.787,28.248,36.932,22.188,265.389,151.809,169.278,167.197,2899.822,1.844,0.692,12.4,12.505,3517.006,8898.243,1252.544,-11.393,168.894,3692.338,9334.325,403.266,7.478,6.994
698,13964,20.787,28.246,36.932,22.188,265.389,151.809,165.801,169.052,2904.019,1.844,0.692,12.4,12.514,3517.579,8897.866,1252.479,-11.393,168.238,3689.095,9333.64,403.178,7.475,6.991
699,13987,20.787,28.252,36.932,22.188,265.389,151.809,167.656,169.052,2908.279,1.844,0.692,12.396,12.505,3517.265,8897.664,1252.412,-11.393,167.426,3689.696,9333.244,403.135,7.506,6.991
700,14007,20.787,28.256,36.932,22.188,265.389,151.809,167.656,169.052,2910.41,1.844,0.692,12.396,12.505,3517.389,8897.367,1252.349,-11.393,168.354,3689.367,9333.032,403.113,7.506,6.991
701,14025,20.829,28.269,36.985,22.188,265.381,153.16,168.196,166.656,2913.884,1.841,0.688,12.4,12.514,3517.389,8897.367,1252.349,-11.393,168.354,3689.497,9332.721,403.102,7.67,6.969
702,14045,20.829,28.276,36.985,22.188,265.381,153.16,166.574,166.656,2920.318,1.841,0.688,12.396,12.529,3517.574,8896.41,1252.237,-11.393,167.426,3689.497,9332.721,402.971,7.597,7.022
703,14065,20.829,28.283,36.985,22.188,265.381,153.16,166.574,169.747,2926.315,1.846,0.692,12.396,12.529,3517.718,8896.28,1252.218,-11.398,166.615,3689.691,9331.717,402.906,7.597,7.022
704,14084,20.829,28.286,36.985,22.188,265.381,153.16,166.574,169.747,2929.313,1.846,0.692,12.396,12.529,3516.019,8895.749,1252.112,-11.401,168.16,3689.884,9331.686,402.873,7.597,7.022
705,14104,20.85,28.3,37.012,22.176,265.321,154.382,169.046,165.266,2930.813,1.848,0.688,12.396,12.514,3516.019,8895.749,1252.112,-11.403,168.16,3688.122,9331.18,402.857,7.419,7.075
